Episode Index,Episode Id,Episode Length (ms),Episode Minutes,Episode Seconds,Episode Date,Episode Name,Episode Description,Track ID,Song,Performer,Track Popularity,Track Release Date,Explicit,Danceability,Energy,Key,Loudness,Mode,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Track Duration (ms),Track Minutes,Track Seconds,Time Signature
108,4BxG9K54uHtOb6UuQghHb4,1206583,20,6,4/11/2018,Kimbra - Top of the World,"Kimbra is a singer from New Zealand. Her first album came out in 2011, and in 2013 she won two Grammys for her collaboration with Gotye, the multiplatinum hit song ""Somebody That I Used to Know."" In this episode, Kimbra breaks down a song from 2018 called ""Top of the World,” a song she also made in collaboration—this time with artists Skrillex and Diplo.  songexploder.net/kimbra",1Gbdx88ElOui7lczwxGX6m,top of the world,kimbra,44,4/20/2018,0,0.62,0.762,9,-6.854,1,0.11,0.0626,0.188,0.304,150.039,205520,3,25,4
109,1axKZ2xY2Ab7rSuAK9o3zm,920334,15,20,3/28/2018,Jack Johnson - You Can't Control It,"Jack Johnson is a grammy-nominated singer-songwriter from Hawaii. He's had four number one albums on the Billboard charts. In September 2017, he released his seventh album, All the Light Above It Too, and in this episode, Jack Johnson breaks down a song about parenting, politics, and the ocean. It’s called ""You Can't Control It.""  songexploder.net/jack-johnson",5QelHPHLcPXZpdTInaSJk6,you can’t control it,jack johnson,48,9/8/2017,0,0.802,0.398,7,-9.404,1,0.621,0.0562,0.0758,0.421,96.023,249493,4,9,4
110,5cfz3EP5DmgWhnKnWMnQGu,1270322,21,10,3/14/2018,Ludwig Göransson - Black Panther,"Marvel’s Black Panther was released in theaters on February 16, 2018, and in just a few weeks, it made over a billion dollars worldwide. It’s already broken some box office records and it looks like it’s going to break some more. The score for the film was created by Swedish composer Ludwig Göransson. His film and TV credits include Creed and New Girl. He’s also Grammy-nominated producer, who’s worked most often with rapper Childish Gambino. In this episode, Ludwig takes apart one of his pieces from Black Panther. The track is called “Killmonger,” and it’s the theme for Erik Killmonger, a character played by Michael B. Jordan. Black Panther is set in the fictional African nation of Wakanda, and coming up, Ludwig tells the story of doing research and making recordings in Africa, and how he incorporated that into the score for the film.  songexploder.net/black-panther",0w7yUSxpQV3a3HqlprOQUs,killmonger,ludwig goransson,50,2/16/2018,0,0.254,0.165,2,-17.527,0,0.523,0.932,0.112,0.0328,169.646,175363,2,55,4
111,7l8qytHAc7wekiaPRG8pqD,1253212,20,53,2/28/2018,Natalie Prass - Short Court Style,"Natalie Prass released her debut album in 2015. That year, Time Magazine called her an Artist to Watch, Pitchfork gave the album Best New Music, and Stereogum named it one of the Top Albums of the Year. In this episode, Natalie Prass takes apart a new song form 2018, called ""Short Court Style,"" her first track to come out since that debut album.  songexploder.net/natalie-prass",15Mxy1YPE1zaEpqgqAG8o8,short court style,natalie prass,0,2/26/2018,0,0.772,0.83,5,-4.209,0,0.0239,0.0394,0.197,0.893,93.049,223627,3,43,4
112,5UmVgUTcFRPvT969R7oUhU,1570391,26,10,2/14/2018,Moses Sumney - Quarrel,"Moses Sumney is a singer-songwriter based in Los Angeles. His first album, Aromanticism, came out in September 2017, but before that, he’d already worked with an impressive and diverse list of collaborators, from Sufjan Stevens, to Solange, to Karen O of the Yeah Yeah Yeahs, to Skrillex. That spirit continues with the song Moses takes apart in this episode, which has contributions from producer Cam O’bi, Paris Strother, and legendary bassist Thundercat.  songexploder.net/moses-sumney",6bQJTHN7wbjNQfsMRospJi,quarrel,moses sumney,1,9/22/2017,0,0.369,0.271,4,-12.645,0,0.677,0.00814,0.0844,0.155,143.58,405616,6,45,4
113,67qN7cSyJcX33XRZr3p2x8,1061186,17,41,1/31/2018,Bleachers - I Miss Those Days,"Bleachers is the moniker of Jack Antonoff, a songwriter, multi-instrumentalist, and producer. He won two grammy awards as a member of the band fun., and another for his production work on Taylor Swift’s album 1989. He’s also co­-written songs with St. Vincent, Carly Rae Jepsen, Lorde, Sia, and more.   In June 2017, Antonoff released his second album as Bleachers, Gone Now. In this episode, he breaks down a song from that album, called “I Miss Those Days"" and traces the process of making it—from the original demo, to a version he discarded, to the final song.  songexploder.net/bleachers",7kK5ihEqZcXEWr1r8o99E2,i miss those days,bleachers,52,6/2/2017,0,0.653,0.817,0,-5.706,1,0.277,3.77e-06,0.344,0.661,125.018,217973,3,37,4
114,677MoStyYykWiVyzcbZJj4,1258645,20,58,1/17/2018,Julien Baker - Appointments,"Julien Baker is from Memphis, Tennessee. She released her second album, Turn Out The Lights, in October 2017, on Matador Records. The New York Times called her music ""devastating"" and Pitchfork gave the album Best New Music. In this episode, Julien tells the story of her song ""Appointments,"" and how writing it helped her work through her thoughts around addiction, depression, and relationships. Julien also takes apart the track ""Over,"" which was written as part of Appointments, but then split off as a separate track.  songexploder.net/julien-baker",46Vogr8UvzcVPAgDvBpDIr,appointments,julien baker,0,10/27/2017,0,0.418,0.273,0,-8.887,1,0.938,4.06e-05,0.0897,0.0585,110.623,273467,4,33,3
115,4QFsnMZQ4T4AtE0Vc8GtcQ,1473189,24,33,1/3/2018,The Roots - It Ain't Fair (feat. Bilal),"Drummer Ahmir Thompson, also known as Questlove, and rapper Tariq Trotter, aka Black Thought, started The Roots when they were in high school in Philadelphia in 1987. Over the last thirty years, the band has released 17 albums. They’ve received a bunch Grammy nominations including  three wins. They’re also the house band for The Tonight Show Starring Jimmy Fallon. In this episode, Questlove tells the story of how they made the song ""It Ain’t Fair."" It was created for the film Detroit, directed by oscar-winner Kathryn Bigelow, who also made the films The Hurt Locker and Zero Dark Thirty. Detroit is about the 1967 Detroit riots, centered around the events at the Algiers Motel, where police killed three young black men and beat and tortured nine others. The Roots recruited the singer Bilal to contribute vocals to the song, and they worked with The Dap-Kings, the backing band for the late soul singer Sharon Jones, to create a sound that evoked the music of 1967.  songexploder.net/the-roots",43AtutMIfjHoAILNjBduHd,it ain’t fair,the roots,28,7/28/2017,1,0.403,0.706,10,-6.722,0,0.721,0,0.0883,0.481,150.77,405267,6,45,4
116,3AGVfjxz07BCg50Ikt1QVc,1035508,17,15,12/20/2017,R.E.M - Try Not to Breathe,"R.E.M. was formed in Athens, Georgia, in 1980 by singer Michael Stipe, bassist Mike Mills, guitarist Peter Buck, and drummer Bill Berry. They’ve won three Grammys, and have sold over 85 million records. In 1992, the band released their eighth album, Automatic for the People. In honor of the 25th anniversary of its release, in this episode, Michael Stipe and Mike Mills take apart the song, “Try Not to Breathe.”  songexploder.net/rem",0FTqpkNIOkZVJ5hHivCSAN,try not to breathe,r.e.m.,28,10/5/1992,0,0.423,0.583,7,-7.599,1,0.0484,0.00166,0.0979,0.604,178.751,230400,3,50,3
117,1GfsyudijorVsh4aCS3BKG,1471178,24,31,12/6/2017,Nine Inch Nails - The Lovers,"Trent Reznor started Nine Inch Nails in 1988. He released eight albums, sold over 20 million records, won two Grammys and was nominated for 11 more. Then, in 2010, Trent Reznor and his longtime collaborator Atticus Ross scored the film The Social Network, and they won an Oscar for it. A few years later, in 2016, Atticus Ross joined Nine Inch Nails as an official member. The duo’s most recent release is Add Violence, an EP, and in this episode, Trent and Atticus break down a song from it called “The Lovers.”  songexploder.net/nine-inch-nails",3FtHoZsuifrFEp77baHOuL,the lovers,nine inch nails,38,7/21/2017,0,0.705,0.596,5,-11.058,1,0.884,0.919,0.0838,0.0699,114.808,249703,4,9,4
118,1kx2y8Gp1pHVVqNMpth5Lo,1332572,22,12,11/8/2017,Rachel Platten - Broken Glass,"Rachel Platten is a singer and songwriter who’s released four albums, including her 2016 album Wildfire, which went Gold. The lead single from that album, “Fight Song,” was used prominently by Hillary Clinton’s presidential campaign. For a normally apolitical artist, the sudden proximity to the election had profound effects, both positive and negative. In this episode, Rachel breaks down her song “Broken Glass,"" which was inspired by that experience, and written just days before the 2016 election.  songexploder.net/rachel-platten",5fiXA27viyX9WkPSHNr4HZ,broken glass,rachel platten,52,10/27/2017,0,0.68,0.752,1,-3.513,0,0.156,0,0.455,0.341,92.008,179680,2,59,4
119,0MHLKOI9gEzmVgCUC3wC79,733188,12,13,10/26/2017,Kyle Dixon & Michael Stein - Stranger Things (Main Title Theme),"The show Stranger Things is a Netflix original series. It was first released in July 2016. Season two’s release date: October 27, 2017. After the first season, the show was nominated for 18 Emmys, and won the Emmy for Outstanding Original Main Title Theme Music. The theme music, along with the rest of the show’s score, was composed by Michael Stein and Kyle Dixon of the band SURVIVE. In this episode, they break down how they made the main title theme.  songexploder.net/stranger-things",0kwuKfWntoGh0EWyYb7Mpf,stranger things,kyle dixon & michael stein,59,8/12/2016,0,0.352,0.551,4,-16.545,0,0.779,0.902,0.167,0.103,168.022,67520,1,7,4
120,1ycHUyGJtN8gAU8d6FcA1G,865241,14,25,10/18/2017,TOKiMONSTA - Bibimbap,"Los Angeles producer and beatmaker Jennifer Lee released her first album as TOKiMONSTA in 2010. She has released music on Flying Lotus's label Brainfeeder, and has collaborated with Kool Keith and Anderson .Paak, among others. Her newest album, Lune Rouge, was released in October 2017. In this episode, TOKiMONSTA breaks down her song ""Bibimbap,"" which is named after a Korean dish.  songexploder.net/tokimonsta",2ho5pm9qbo0QL70J0AVpsM,bibimbap,tokimonsta,0,8/18/2017,0,0.686,0.72,4,-5.426,0,0.396,0.819,0.111,0.28,77.025,202965,3,22,3
121,4wAjLTup1gaAfWnMoIeHTk,1183752,19,43,10/6/2017,The Killers - Rut,"The Killers formed in Las Vegas in 2001. Since then, they’ve released five records. Their newest album, Wonderful Wonderful, came out in September 2017. In this episode, singer Brandon Flowers and drummer Ronnie Vannucci break down the song ""Rut"" from that album.  songexploder.net/the-killers",4EcJBIXjI5y9TA6CBfIljo,rut,the killers,48,9/22/2017,0,0.639,0.513,1,-6.91,1,0.0703,0.00242,0.102,0.124,117.007,264480,4,24,4
122,3RQZtDpALDgcYvJN3BR4Da,1194228,19,54,9/25/2017,Lorde - Sober,"Lorde is a Grammy-award winning singer, songwriter, and producer. Her second album, Melodrama, debuted at number one on the charts in June 2017 – five months before her 21st birthday. In this episode, Ella breaks down her song “Sober.” You’ll hear how it started, with the original demos she made with her co-producer Jack Antonoff, and how the song changed over the course of working on it for months and months.  songexploder.net/lorde",7eElVgPcxDqmgGrSwVFI74,sober,lorde,63,6/16/2017,1,0.796,0.467,6,-10.369,1,0.173,0.00411,0.126,0.516,107.901,197236,3,17,4
123,6ofJVzPNhUkFasRCHo7Ffa,1153790,19,13,9/14/2017,Rostam - Bike Dream,"Rostam Batmanglij is a songwriter, producer, and composer, who first rose to prominence in 2006 as one of the members of Vampire Weekend. He’s produced songs for Frank Ocean, Solange, Carly Rae Jepsen, and more. But his September 2017 album ‘Half-Light’ is his first as a solo artist. In this episode, Rostam breaks down his song “Bike Dream.” He explains how it was influenced in part by bands like T.Rex and Coldplay, but “Bike Dream” began very differently from how it ended up.  songexploder.net/rostam  Song Exploder listener survey: surveynerds.com/songexploder",1acb8u70kClk6NjITaZyuG,bike dream,rostam,49,9/15/2017,0,0.507,0.972,8,-2.723,1,0.0576,1.65e-05,0.14,0.797,120.076,201760,3,21,4
124,3zsSB0GwUxDI3ii2p24U0w,1153947,19,13,9/5/2017,Ibeyi - Deathless,"The band Ibeyi is made up of twin sisters Naomi Diaz, and Lisa-Kaindé Diaz. When they were only teenagers, they were signed to a record deal by Richard Russell, who had previously signed artists like Adele and Vampire Weekend to his label, XL. He also co-produces their records. In this episode, Naomi and Lisa-Kaindé take apart their 2017 song Deathless, featuring saxophonist Kamasi Washington.  songexploder.net/ibeyi",4pvvQAwF4jT0tN0MuYpy8O,deathless,kamasi washington,0,8/31/2017,0,0.771,0.628,2,-7.155,1,0.0397,0.125,0.0686,0.288,148.032,191427,3,11,4
125,5kidmfhj3PPwM1ReWaHB0e,1275782,21,15,8/24/2017,Maggie Rogers - Alaska,"Maggie Rogers had a breakthrough moment when she was a student at NYU’s Clive Davis Institute. Pharrell Williams visited to her class, and when he heard her song ""Alaska,"" his reaction was dramatic, and caught on video. The video of Pharrell listening to Maggie’s song went viral, and ""Alaska"" became a hit, with over 40 million streams on Spotify alone. Maggie Rogers is now playing sold out shows across the country, just a year after graduating. In this episode, Maggie tells the story of what came before that day in class—all the steps and missteps that eventually led to her writing the song ""Alaska.""  songexploder.net/maggie-rogers",4DyfJFTQb27adTDdhFeSgD,alaska,maggie rogers,51,2/16/2017,0,0.837,0.312,0,-13.797,1,0.313,0.0175,0.0923,0.145,104.008,189400,3,9,4
126,3rCBZKqWFo1N2np8Mu0ii5,1012468,16,52,8/15/2017,St. Vincent - New York,"Annie Clark grew up in Texas, studied the guitar, and moved to New York in the mid-2000s. She started recording and performing under the name St Vincent in 2006. She’s released five albums, and won a Grammy for Best Alternative Album in 2014. Earlier this year, in 2017, St Vincent released this song, called “New York,” partly inspired by the city and neighborhood she calls home, although nowadays, Annie splits her time between coasts, with a studio in Los Angeles. She collaborated on this song with Grammy-winning producer Jack Antonoff.  songexploder.net/st-vincent",71T6ks7uNqlkSAHM2CDWnj,new york,st. vincent,0,6/30/2017,1,0.406,0.47,10,-11.58,1,0.862,1.93e-05,0.184,0.349,137.633,153922,2,33,4
127,3hD7rHufCmo6Vns89LanMe,1256216,20,56,8/3/2017,Grizzly Bear - Four Cypresses,"Between 2004 and 2012, Grizzly Bear put out four critically-acclaimed albums. Their newest album is called Painted Ruins, and it features this song, Four Cypresses. In this episode, two members of the band, Chris Taylor and Daniel Rossen, tell the story of how the song came together.  songexploder.net/grizzly-bear  Song Exploder listener survey: surveynerds.com/songexploder",3tcHkc9jBM18J3qvYaiSLN,four cypresses,grizzly bear,35,8/18/2017,0,0.504,0.718,0,-8.391,1,0.223,0.146,0.114,0.267,160.097,288053,4,48,4
128,2DpfPpC9ugjAwZjSAKogR5,1379253,22,59,7/25/2017,Phoenix - Ti Amo,"Phoenix is a Grammy-winning band from Versailles, France. They started putting out music in 1999, and in June 2017, they released their sixth album, Ti Amo. In this episode, singer Thomas Mars and guitarist Laurent Brancowitz break down the song ""Ti Amo,"" the title track from that album.   songexploder.net/phoenix",1scBJr3NGNdWm1QHF1Cc8W,ti amo,phoenix,0,6/9/2017,0,0.634,0.701,4,-6.807,0,0.00417,0.0617,0.0721,0.861,121.07,205920,3,25,3
129,5deoBSfEGupuckUA8YhMYd,972187,16,12,7/13/2017,Slowdive - Sugar for the Pill,"Slowdive formed in 1989 in Reading, England. They put out 3 albums between 1991 and 1995, and their sound helped define the shoegaze genre. In 2017, the band released a critically-acclaimed self-titled album, their first in over twenty years. In this episode, singer and guitarist Neil Halstead takes apart the song “Sugar for the Pill.”  songexploder.net/slowdive",0GN3fXUdsTHeUg50xfDS0V,sugar for the pill,slowdive,13,5/5/2017,0,0.533,0.545,7,-7.681,1,0.207,0.797,0.113,0.419,98.014,270918,4,30,4
130,3pAmyORXliwEEdqF5hmdom,1029552,17,9,7/5/2017,Goapele - Stand,"Goapele is a singer/songwriter from the Bay Area. She released her first album in 2001. Since then, she’s released five more albums and collaborated with Snoop Dogg. In 2017, on her album DreamSeeker, she put out the song ""Stand."" It was written in the wake of the shooting death of Oscar Grant, a 22-year-old black man who was shot and killed while unarmed and handcuffed by a Bay Area Rapid Transit Police Officer. The shooting took place in 2009. Coming up, Goapele tells the story of why it took 8 years for her to finish the song.  songexploder.net/goapele",34CQPh2VMXWaz7Gizjv90V,stand,goapele,18,5/19/2017,1,0.735,0.502,1,-5.744,1,0.414,2.57e-05,0.295,0.255,122.953,190370,3,10,4
131,0Rkgczup651vkmkef9gbYC,1459423,24,19,6/22/2017,Fleet Foxes - Mearcstapa,"Fleet Foxes formed in Seattle, Washington in 2006. In 2011, they put out their second record, which was nominated for a Grammy, and then, the band went on hiatus. The lead singer and songwriter, Robin Pecknold, moved to New York to go to Columbia University. After six years, in 2017, the band returned with their third album, Crack-Up. And in this episode, Robin breaks down a song from that record called “Mearcstapa.”  songexploder.net/fleet-foxes",1iC7A5V4gVi39Ce5MQwWLW,mearcstapa,fleet foxes,40,6/16/2017,0,0.464,0.608,9,-7.748,0,0.372,0.571,0.173,0.327,115.19,249733,4,9,3
132,46HTCPqQELS9FbAP7St6zn,1153685,19,13,6/14/2017,Michelle Branch - Best You Ever,"Michelle Branch is a Grammy-winning singer/songwriter. She released two platinum albums when she was still a teenager. Because those records were such huge hits, for a long time they defined her as an artist—for better or worse. Over a decade later, in 2017, Michelle put out her third album, Hopeless Romantic. In this episode, Michelle talks about why she was in musical limbo for so long, as she takes apart her song “Best You Ever.""  songexploder.net/michelle-branch",1BLIejgsEW10gWMRwqykN4,best you ever,michelle branch,29,4/7/2017,0,0.72,0.826,2,-6.318,0,0.0572,4.86e-05,0.0921,0.8,126.221,219147,3,39,4
133,67IGH2NXxeimxkD3faeGwR,979057,16,19,6/2/2017,alt-J - In Cold Blood,"Alt-J formed in Leeds, England in 2007. Their debut album won a Mercury Prize and their second was nominated for a Grammy. Their third album, Relaxer, came out in June 2017. In this episode, they break down “In Cold Blood,” from their new album.  songexploder.net/alt-j",6sIvAyM1AtnSGz3anRLcDo,in cold blood,alt-j,20,3/29/2017,0,0.495,0.745,11,-5.475,0,0.142,0.000441,0.194,0.589,143.398,206027,3,26,4
134,06xvbfCuWs4VkVRhGHRbJ8,1250678,20,50,5/22/2017,Michael Kiwanuka - Black Man in a White World,"Michael Kiwanuka is a singer/songwriter from London. His second album, Love and Hate, came out in 2016, and was named one of the Best Albums of the Year from the BBC, NME, The Guardian, GQ, and more. One of the songs on the album was used as the theme for the hit HBO series Big Little Lies. In this episode, Michael breaks down the song ""Black Man in a White World.""  songexploder.net/michael-kiwanuka",3ddle9t9JiBFVqHyrnaGxz,black man in a white world,michael kiwanuka,53,7/15/2016,0,0.621,0.849,7,-7.858,1,0.491,0.000202,0.0758,0.717,103.442,258960,4,18,4
135,4iyxVbeZ6bcitakoGWWgzH,1350805,22,30,5/11/2017,Perfume Genius - Slip Away,"Mike Hadreas has been making music under the name Perfume Genius since 2008. In May 2017, he put out his fourth album, No Shape to widespread critical acclaim. In this episode, Mike breaks down the song Slip Away. I also spoke with producer Blake Mills, who also plays on the track, and recording engineer Shawn Everett about the unusual way the song was recorded.  For more, visit songexploder.net/perfume-genius",6rdPOO6QBwbDwfBJrXkb3S,slip away,perfume genius,0,3/21/2017,0,0.603,0.509,1,-6.824,1,0.371,2.66e-05,0.0627,0.572,136.592,165330,2,45,4
136,1FOxcvRrBSAZHhDQ5ZTFMl,950792,15,50,5/2/2017,Little Dragon - Sweet,"Little Dragon is a Grammy-nominated band from Gothenburg, Sweden. They formed in 1996, and they released their fifth album Season High in April 2017. In this episode, Yukimi Nagano and Erik Bodin from the band break down the song “Sweet.”  songexploder.net/little-dragon",5Y6HJ9hXmjwk3b6Xc1rl18,sweet,little dragon,37,4/14/2017,0,0.754,0.616,6,-7.385,1,0.000224,4.67e-05,0.0538,0.824,106.998,211200,3,31,4
137,132pZq2rGuVZ4L4nJJImcP,1204494,20,4,4/21/2017,Aimee Mann - Patient Zero,"Aimee Mann is a Grammy- and Oscar-nominated singer-songwriter. In the 80s, she fronted the band Til Tuesday, and in 1993, she released her first solo album. In 2017, Aimee released her 9th album, Mental Illness, and in this episode, she tells the story of how the song ""Patient Zero"" was made. I talked to Aimee along with the song’s co-writer, Jonathan Coulton. The interview was recorded in front of a live audience, on board the JoCo Cruise, a music and comedy themed cruise organized by Jonathan Coulton.  songexploder.net/aimee-mann",4zQSz74DWD9iThkQSWYA5P,patient zero,aimee mann,31,3/31/2017,0,0.704,0.396,9,-9.632,1,0.735,8.27e-05,0.0999,0.718,108.013,221994,3,41,4
138,5UADndjdromXrvWUsprkwO,1009646,16,49,4/11/2017,Gorillaz - Andromeda (feat. D.R.A.M.),"Gorillaz is the creation of musician Damon Albarn and comic book artist Jamie Hewlett. They’re a virtual band made up four animated characters. Their songs are written by Damon Albarn and a roster of collaborators. Since the first album was released in 2001, Gorillaz have sold over 16 million records worldwide. In this episode, Damon breaks down the song ""Andromeda"" from the 2017 Gorillaz album Humanz. It’s a dance song, but also an elegy to people in his life who he’s lost, like legendary soul singer Bobby Womack, a former Gorillaz collaborator. Andromeda features guest vocals by the rapper and singer D.R.A.M., whose own hit single, ""Broccoli,"" went quadruple platinum in 2016. Coming up later, D.R.A.M. tells the story of how he got involved with this track, and Damon shares an exclusive clip of a scrapped version of the song with D.R.A.M. on lead vocals.  (This episode contains explicit language.)  songexploder.net/gorillaz",0V5zAGdvO780GT3gtdxzLt,andromeda (feat. dram),shelley fka dram,46,3/22/2017,0,0.788,0.472,0,-9.021,1,0.003,0.0322,0.59,0.257,130.084,197547,3,17,4
139,0kxpt3CckdyysovGXCdvlI,912314,15,12,3/30/2017,Norah Jones - Day Breaks,"Since her debut in 2002, Norah Jones has sold over 50 million albums, and won 8 Grammys. She released Day Breaks, her sixth album, in 2016. In this episode, she takes apart the title track and details how all the pieces unexpectedly came together. You’ll hear her original demo for the song and how it was transformed in the studio, including a session with jazz saxophone legend Wayne Shorter. Plus, a few thoughts from Norah’s co-producer and longtime collaborator Sarah Oda.  songexploder.net/norah-jones",7L0junHFqLigZqQYXbSSfV,day breaks,norah jones,38,10/7/2016,0,0.482,0.396,9,-13.206,1,0.724,0.189,0.102,0.292,155.476,237533,3,57,4
140,3rFEjCBL9yrbjD4Y7GR486,1494531,24,54,3/21/2017,Dirty Projectors - Up in Hudson,"Dave Longstreth started making music under the name Dirty Projectors in 2002, while he was in college. Since then, he’s released seven albums and collaborated with Bjork, Solange, and Kanye West, Paul McCartney, and Rihanna. And Dirty Projectors went from a solo project to a full-band, performing on TV, and at Carnegie Hall. Dave and one of his bandmates were in a relationship for much of that time, but then that relationship and the band broke up. In February 2017, with Dirty Projectors as solo project once again, Dave released a self-titled album, a breakup album, looking back on those years. In this episode, Dave breaks down the song ""Up in Hudson,"" and the winding road he went down to create it.  songexploder.net/dirty-projectors",0A4yKvRLnSxGcEFhAHjdwW,up in hudson,dirty projectors,35,2/21/2017,1,0.677,0.733,10,-6.99,1,0.382,0.0275,0.142,0.691,124.02,450544,7,30,4
141,70mqqLzdoe7AvJk8zuVYsB,941911,15,41,3/14/2017,Sleigh Bells - I Can Only Stare,"Sleigh Bells formed in 2008. They released their fourth album, Jessica Rabbit, in 2016. In this episode, Alexis Krauss and Derek Miller break down their song ""I Can Only Stare."" I interviewed the two of them in front of a live audience at the Kaufman Music Center in New York, as part of the Ecstatic Music Festival.  songexploder.net/sleigh-bells",3ISU8yvZICYGAqQXPKITbI,i can only stare,sleigh bells,20,11/11/2016,0,0.619,0.907,9,-4.121,1,0.0341,0.237,0.0775,0.185,105.533,213213,3,33,4
142,18KF8Tb91FpMTXUMDQADET,1018241,16,58,2/28/2017,Bonobo - Break Apart (feat. Rhye),"Simon Green is a producer and DJ who’s been making music under the name Bonobo since 2000. In January 2017 he released his sixth studio album, Migration. For the song “Break Apart,"" he enlisted Rhye to add vocals, and in this episode, the two of them tell the story of how the track came together.  songexploder.net/bonobo",4UmuBF2XzW3EkO0rfrnYNO,break apart,rhye,42,12/7/2016,0,0.648,0.458,5,-15.169,1,0.864,0.0944,0.366,0.0848,119.96,274693,4,34,4
143,6CUm4eluQRw8Ehk1TJQtdk,825561,13,45,2/17/2017,Sara Watkins - Without a Word,"Sara Watkins began her music career when she was only 8 years old, as one of the founding members of the Grammy-award winning band Nickel Creek. In 2016, she released her third solo album, Young in all the Wrong Ways. In this episode, Sara breaks down her song ""Without a Word."" This interview was recorded in front of a live audience at the Chicago Podcast Festival.  songexploder.net/sara-watkins",4e6dpHanuFVUxou9bKkLDN,without a word,sara watkins,51,5/27/2016,0,0.579,0.171,11,-14.495,1,0.901,0.000308,0.111,0.389,136.311,238560,3,58,4
144,4GK6CisxEkKJ0NciRH14Uc,1105333,18,25,2/7/2017,Dropkick Murphys - Blood,"The band Dropkick Murphys formed in Boston in 1996. For over twenty years, they’ve made music that’s reflected the culture and community they’ve come from, including their platinum single ""Shipping Up to Boston."" In January 2017, they released the album ""11 Short Stories of Pain & Glory,"" which includes the song Blood. In this episode, guitarist Tim Brennan breaks down how the music for Blood was made, and the band founder Ken Casey explains the inspiration behind the lyrics.  songexploder.net/dropkick-murphys",2uOb4zNJahkxtCUNewkY6t,blood,dropkick murphys,39,1/6/2017,0,0.19,0.845,10,-3.51,1,0.000209,0.0164,0.193,0.348,173.591,241760,4,1,4
145,6BVUTg2uckSCZX4M2cElmW,1050214,17,30,1/30/2017,Nicholas Britell - Moonlight,"The film Moonlight tells the story of its main character, Chiron, in three chapters: when Chiron is a young boy, nicknamed Little, when he's a teenager, and when he's an adult, nicknamed Black. For each chapter of the film, composer Nicholas Britell created a theme, and in this episode, Nicholas takes those themes apart. The score for Moonlight was nominated for an Academy Award and a Golden Globe, and the film itself won the Golden Globe for Best Drama.  songexploder.net/moonlight",2KccXjm8R5TB74vFjETWf4,chiron's theme,nicholas britell,36,10/21/2016,0,0.254,0.0112,4,-29.886,1,0.974,0.871,0.102,0.0816,58.553,56773,0,56,4
146,7Edu5uvWrwpEjcr6QNGmNz,1580213,26,20,1/16/2017,Solange - Cranes in the Sky,"Solange Knowles released her first album in 2002, at the age of 16. Her third album, A Seat at the Table, came out in September 2016, and debuted at #1 on the Billboard charts. It’s gotten widespread critical acclaim, including being named album of the year by Pitchfork and by Vibe. In this episode, Solange takes apart the song ""Cranes in the Sky,"" which began back in 2008.  songexploder.net/solange",48EjSdYh8wz2gBxxqzrsLe,cranes in the sky,solange,67,9/30/2016,0,0.719,0.615,6,-5.972,1,0.408,0.000147,0.235,0.465,96.988,250973,4,10,4
147,5YMVwCYkwcCta0XyKh7LKF,1096242,18,16,1/6/2017,Metallica - Moth into Flame,"Metallica formed in 1981. They were teenagers. Since then, they’ve gone on to become one of the most successful bands of all time, selling over 110 million records worldwide. In November 2016, they released their tenth album, Hardwired…to Self-Destruct. In this episode, the song “Moth into Flame"" gets taken apart by singer and guitarist James Hetfield and drummer Lars Ulrich.  songexploder.net/metallica",5sEcwMeC3QDnSOWlyQyQ3E,moth into flame,metallica,53,11/18/2016,0,0.169,0.978,4,-3.37,0,3.28e-05,0.00395,0.0567,0.38,179.035,350644,5,50,4
148,1I9a9iNPxtNQu7StOvSlEI,1251619,20,51,12/21/2016,Justin Hurwitz - La La Land,"The film LA LA LAND tells the story of Mia, an aspiring actress played by Emma Stone, and Sebastian, a jazz pianist played by Ryan Gosling, both of them struggling artists in Los Angeles. The musical was written and directed by Damien Chazelle in collaboration with composer Justin Hurwitz. It’s the third film they’ve made together, the follow-up to the Oscar-winning film Whiplash. In this episode, Justin Hurwitz breaks down a song from the film sung by Emma Stone; it’s called Audition (The Fools Who Dream). Plus, some thoughts from Benj Pasek and Justin Paul, who wrote the lyrics.  songexploder.net/la-la-land",6j0wBBAP3hMe4t1Ymj7GIe,audition (the fools who dream),emma stone,59,12/9/2016,0,0.344,0.157,5,-11.773,1,0.756,0,0.351,0.313,57.86,228267,3,48,4
149,6PwZwMj7f89keOLODTdUbL,981225,16,21,12/8/2016,DJ Shadow - Mutual Slump,"In 1996, Josh Davis, aka DJ Shadow, released his first album, Endtroducing. It’s been hailed pretty much universally as one of the best albums of the 90s, and Time Magazine included in its top 100 Albums of all time. It changed hip-hop and electronic music, and helped define the trip-hop genre. Now, for the 20th anniversary of the release, DJ Shadow breaks down the song ""Mutual Slump.""  songexploder.net/dj-shadow",0azwZr92DArl1Eyty2T1No,mutual slump,dj shadow,0,9/16/1996,0,0.5,0.829,9,-6.275,1,0.596,0.828,0.326,0.359,98.018,240048,4,0,4
